timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,duration,label
2026-04-22 07:26:35.168822+00:00,10.58.75.35,42.92.191.201,11717,22,TCP,77,20405,3.26238,brute_force
2026-04-23 22:06:57.168822+00:00,10.53.236.191,96.84.183.16,10791,443,TCP,27,11882,2.26839,benign
2026-04-24 02:13:19.168822+00:00,10.234.239.126,97.47.172.172,20198,80,TCP,13,7155,2.45334,benign
2026-04-23 03:04:35.168822+00:00,10.43.200.251,191.246.54.59,35459,3306,TCP,23,10564,2.80893,benign
2026-04-23 23:47:08.168822+00:00,10.51.195.101,97.131.185.62,41468,3389,TCP,18,14587,1.95224,benign
2026-04-23 06:40:23.168822+00:00,10.236.57.167,130.235.17.229,46067,3306,TCP,15,8177,4.13489,benign
2026-04-24 02:18:57.168822+00:00,10.21.236.108,48.99.38.10,47209,80,UDP,23,18812,3.5215,benign
2026-04-23 22:06:56.168822+00:00,10.125.189.59,70.154.95.160,16560,443,TCP,28,12913,1.0623,benign
2026-04-23 14:48:40.168822+00:00,10.189.29.113,167.157.172.76,12005,22,TCP,15,11007,1.66583,benign
2026-04-23 09:53:10.168822+00:00,10.85.113.147,182.6.215.9,62398,53,TCP,16,8584,3.98218,benign
2026-04-22 06:57:26.168822+00:00,10.153.52.238,144.198.229.135,9850,80,TCP,21,13379,2.20292,benign
2026-04-22 19:51:40.168822+00:00,10.168.38.40,182.69.73.233,33900,443,ICMP,21,7334,1.35839,benign
2026-04-24 05:02:43.168822+00:00,10.103.247.231,127.225.130.208,19509,443,UDP,2040,2158320,0.3307,dos
2026-04-24 02:33:32.168822+00:00,10.61.139.84,48.158.53.157,48198,80,TCP,1505,1315370,0.40001,dos
2026-04-23 16:21:11.168822+00:00,10.202.189.118,80.135.231.47,22028,80,TCP,1721,1347543,1.56352,dos
2026-04-23 06:04:00.168822+00:00,10.89.234.107,164.185.79.133,7503,8080,TCP,18,5533,2.51638,benign
2026-04-23 02:15:49.168822+00:00,10.227.7.114,202.139.35.175,21552,3306,TCP,25,12670,1.54703,benign
2026-04-23 02:26:35.168822+00:00,10.138.1.16,35.94.213.179,7511,22,TCP,152,21432,1.15818,brute_force
2026-04-23 17:29:29.168822+00:00,10.144.190.52,154.63.4.220,12075,445,TCP,15,8949,7.51466,benign
2026-04-22 19:06:51.168822+00:00,10.229.61.14,61.251.80.151,31525,445,TCP,18,6250,0.58051,benign
2026-04-23 09:33:07.168822+00:00,10.109.28.115,161.97.203.74,63651,8080,TCP,21,5338,3.27058,benign
2026-04-23 12:24:39.168822+00:00,10.9.219.163,105.227.79.83,14144,8080,TCP,19,11201,1.96073,benign
2026-04-23 14:34:23.168822+00:00,10.7.234.75,30.207.16.104,52508,3389,TCP,45,13050,3.37013,brute_force
2026-04-22 14:17:52.168822+00:00,10.128.161.103,70.224.120.110,34600,3306,TCP,24,9241,2.34117,benign
2026-04-23 21:53:22.168822+00:00,10.158.40.81,122.147.55.32,64246,22,TCP,111,32412,2.20168,brute_force
2026-04-23 03:08:24.168822+00:00,10.172.45.81,48.248.11.143,34600,80,TCP,24,12458,2.46773,benign
2026-04-24 03:16:09.168822+00:00,10.70.32.227,169.157.208.32,7711,53,TCP,20,4915,2.743,benign
2026-04-23 03:37:15.168822+00:00,10.250.67.217,93.176.14.109,27491,443,TCP,19,5728,3.80869,benign
2026-04-23 20:34:18.168822+00:00,10.125.60.240,179.107.201.121,5899,80,TCP,14,8789,3.52891,benign
2026-04-22 11:40:53.168822+00:00,10.32.30.105,33.136.104.205,15340,53,UDP,22,11839,1.0774,benign
2026-04-24 01:20:05.168822+00:00,10.222.76.189,188.87.231.224,35600,443,UDP,24,17460,1.26775,benign
2026-04-22 07:37:40.168822+00:00,10.222.123.32,113.28.181.135,59084,3389,TCP,118,31270,2.68258,brute_force
2026-04-23 09:34:21.168822+00:00,10.241.205.19,150.172.194.247,40663,3306,TCP,23,12341,1.76549,benign
2026-04-23 18:14:30.168822+00:00,10.148.217.145,79.101.44.173,24552,22,TCP,64,9536,1.26568,brute_force
2026-04-22 22:34:38.168822+00:00,10.50.238.90,160.200.38.212,41998,443,TCP,1897,1769901,0.66341,dos
