timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,byte_count,duration,label,src_is_private,dst_is_private,src_ip_low16,dst_ip_low16,hour_of_day,bytes_per_packet,packets_per_second,bytes_per_second,is_well_known_dst_port,same_src_dst,protocol_id
2026-04-22 14:55:59.835513+00:00,10.193.20.57,59.208.67.73,36177,80,TCP,22,12296,4.80872,benign,1,0,5177,17225,14,558.9090909090909,4.575022043288027,2557.0214111031623,1,0,6
2026-04-22 05:20:53.835513+00:00,10.247.228.69,184.103.144.1,43396,3306,TCP,22,17904,2.79101,benign,1,0,58437,36865,5,813.8181818181819,7.882451155674827,6414.882067781914,0,0,6
2026-04-21 09:20:57.835513+00:00,10.107.106.57,166.227.90.64,27637,443,TCP,1492,1183156,1.13424,dos,1,0,27193,23104,9,793.0,1315.4182536323883,1043126.6751304839,1,0,6
2026-04-22 02:32:00.835513+00:00,10.186.97.89,34.195.33.166,43683,80,TCP,19,10093,2.0856,benign,1,0,24921,8614,2,531.2105263157895,9.110088224012275,4839.374760260836,1,0,6
2026-04-21 10:15:42.835513+00:00,10.234.41.239,114.120.89.48,27999,3389,TCP,17,9540,2.48093,benign,1,0,10735,22832,10,561.1764705882352,6.852269108761634,3845.3321939756465,0,0,6
2026-04-23 00:49:57.835513+00:00,10.23.10.60,69.148.144.105,5692,443,TCP,1550,1393450,1.59518,dos,1,0,2620,36969,0,899.0,971.6771774972103,873537.7825699921,1,0,6
2026-04-21 09:56:40.835513+00:00,10.250.47.39,30.212.134.186,36498,443,TCP,867,735216,0.83308,dos,1,0,12071,34490,9,848.0,1040.7163777788446,882527.4883564604,1,0,6
2026-04-22 16:30:41.835513+00:00,10.210.113.27,130.171.8.143,56735,443,TCP,1907,1767789,1.82446,dos,1,0,28955,2191,16,927.0,1045.240783574318,968938.2063733927,1,0,6
2026-04-21 21:24:29.835513+00:00,10.10.129.4,38.130.132.57,28527,8080,ICMP,15,7837,1.85131,benign,1,0,33028,33849,21,522.4666666666667,8.102370753682527,4233.218639773998,0,0,1
2026-04-21 07:23:57.835513+00:00,10.87.175.124,197.169.74.227,3157,445,TCP,12,947,1.19282,benign,1,0,44924,19171,7,78.91666666666667,10.060193491054811,793.9169363357422,1,0,6
2026-04-21 09:51:22.835513+00:00,10.31.203.185,140.76.144.174,44792,53,TCP,25,12581,3.09471,benign,1,0,52153,37038,9,503.24,8.078301359416553,4065.324376112786,1,0,6
2026-04-21 10:06:49.835513+00:00,10.231.35.166,108.250.142.12,8742,8080,TCP,14,6055,2.3263,benign,1,0,9126,36364,10,432.5,6.018140394618063,2602.8457206723124,0,0,6
2026-04-21 09:08:11.835513+00:00,10.7.75.154,108.238.140.16,58578,8080,TCP,22,10341,2.28497,benign,1,0,19354,35856,9,470.04545454545456,9.628135161511967,4525.661168417966,0,0,6
2026-04-22 16:34:26.835513+00:00,10.206.206.2,147.37.250.61,54892,3306,UDP,13,5943,2.28718,benign,1,0,52738,64061,16,457.15384615384613,5.68385522783515,2598.3962783864845,0,0,17
2026-04-21 14:18:44.835513+00:00,10.178.166.72,42.54.242.232,19915,53,TCP,16,3596,0.85863,benign,1,0,42568,62184,14,224.75,18.634336093544366,4188.067037024097,1,0,6
2026-04-21 07:55:37.835513+00:00,10.81.98.79,100.20.95.186,50702,2498,TCP,39,2808,0.24658,port_scan,1,0,25167,24506,7,72.0,158.16367913050533,11387.784897396383,0,0,6
2026-04-21 08:28:54.835513+00:00,10.212.47.159,167.171.121.239,46984,22711,UDP,39,2574,0.3403,port_scan,1,0,12191,31215,8,66.0,114.60476050543639,7563.914193358802,0,0,17
2026-04-21 17:40:07.835513+00:00,10.13.197.21,29.11.90.57,58253,3306,TCP,20,11853,1.32395,benign,1,0,50453,23097,17,592.65,15.10631066127875,8952.755013406852,0,0,6
2026-04-23 04:20:08.835513+00:00,10.120.72.170,112.238.9.239,53230,445,TCP,11,6492,1.02827,benign,1,0,18602,2543,4,590.1818181818181,10.697579429527265,6313.516877862818,1,0,6
2026-04-22 03:23:05.835513+00:00,10.168.197.171,141.248.102.234,45352,80,TCP,1863,1371168,0.78251,dos,1,0,50603,26346,3,736.0,2380.800245364276,1752268.9805881074,1,0,6
2026-04-21 06:49:17.835513+00:00,10.124.46.201,20.167.165.111,24968,22,TCP,25,11460,3.46297,benign,1,0,11977,42351,6,458.4,7.2192366667918,3309.2980880573614,1,0,6
2026-04-22 09:57:08.835513+00:00,10.104.179.72,60.93.128.122,21027,3389,UDP,151,44092,1.60661,brute_force,1,0,45896,32890,9,292.0,93.98671737384927,27444.12147316399,0,0,17
2026-04-22 13:00:58.835513+00:00,10.133.50.247,66.232.112.127,44437,3389,TCP,19,14772,3.10386,benign,1,0,13047,28799,13,777.4736842105264,6.121410115146946,4759.235274786878,0,0,6
2026-04-22 20:42:53.835513+00:00,10.116.150.153,62.101.194.232,17949,22,TCP,15,7963,3.74506,benign,1,0,38553,49896,20,530.8666666666667,4.005276283958067,2126.2676699438725,1,0,6
2026-04-22 15:35:17.835513+00:00,10.251.81.68,180.227.75.224,48521,8080,TCP,15,13065,4.31933,benign,1,0,20804,19424,15,871.0,3.472760821701514,3024.7746757020186,0,0,6
2026-04-22 12:33:20.835513+00:00,10.139.130.254,196.227.164.163,17779,80,ICMP,15,9162,2.44664,benign,1,0,33534,42147,12,610.8,6.130857012065527,3744.727462969624,1,0,1
2026-04-22 21:20:28.835513+00:00,10.152.170.30,19.49.219.205,25089,8080,TCP,22,14714,3.06637,benign,1,0,43550,56269,21,668.8181818181819,7.174607108731171,4798.507681721384,0,0,6
2026-04-22 11:48:24.835513+00:00,10.221.138.193,174.225.91.62,3234,443,TCP,19,7421,2.76895,benign,1,0,35521,23358,11,390.57894736842104,6.861806822080572,2680.0772856136805,1,0,6
2026-04-21 18:01:52.835513+00:00,10.157.30.106,89.134.244.38,43781,54573,TCP,21,1071,0.09025,port_scan,1,0,7786,62502,18,51.0,232.6869806094183,11867.036011080332,0,0,6
2026-04-22 02:42:27.835513+00:00,10.67.180.251,99.67.102.112,43768,443,TCP,24,10009,2.38195,benign,1,0,46331,26224,2,417.0416666666667,10.075778248913705,4202.019353890721,1,0,6
2026-04-22 18:42:45.835513+00:00,10.113.147.251,113.128.112.98,38834,29536,TCP,26,2704,0.29735,port_scan,1,0,37883,28770,18,104.0,87.43904489658651,9093.660669244997,0,0,6
2026-04-21 17:02:58.835513+00:00,10.70.228.162,83.82.20.234,45734,80,TCP,21,10310,2.44032,benign,1,0,58530,5354,17,490.95238095238096,8.605428796223446,4224.8557566220825,1,0,6
2026-04-22 09:08:46.835513+00:00,10.131.160.165,139.112.177.161,16541,443,UDP,1418,1564054,1.29776,dos,1,0,41125,45473,9,1103.0,1092.651954136358,1205195.105412403,1,0,17
2026-04-22 11:50:47.835513+00:00,10.212.25.44,219.158.246.225,21347,3389,UDP,18,8193,1.72754,benign,1,0,6444,63201,11,455.1666666666667,10.419440360281094,4742.581937321277,0,0,17
2026-04-21 08:31:57.835513+00:00,10.113.71.46,17.226.213.150,30635,3389,UDP,81,17415,0.83253,brute_force,1,0,18222,54678,8,215.0,97.293791214731,20918.165111167164,0,0,17
2026-04-21 21:12:21.835513+00:00,10.17.108.128,34.59.198.202,64374,3306,TCP,20,8075,1.62882,benign,1,0,27776,50890,21,403.75,12.278827617539077,4957.576650581403,0,0,6
2026-04-21 20:19:47.835513+00:00,10.144.57.19,107.213.223.210,14584,3389,TCP,27,10357,5.9731,benign,1,0,14611,57298,20,383.5925925925926,4.520265858599387,1733.9404999079206,0,0,6
2026-04-21 20:21:21.835513+00:00,10.67.116.36,221.176.101.199,24491,22,TCP,92,21252,1.11764,brute_force,1,0,29732,26055,20,231.0,82.31630936616442,19015.067463583982,1,0,6
2026-04-22 05:47:26.835513+00:00,10.247.191.93,165.126.201.217,46446,3389,TCP,18,10678,6.70479,benign,1,0,48989,51673,5,593.2222222222222,2.684647841319415,1592.5927583115952,0,0,6
2026-04-21 12:28:34.835513+00:00,10.187.50.135,166.15.13.172,20065,445,TCP,20,14164,1.96452,benign,1,0,12935,3500,12,708.2,10.180603913424145,7209.9036914869785,1,0,6
2026-04-23 02:16:18.835513+00:00,10.144.89.86,65.139.49.79,21747,8080,TCP,20,12036,1.1227,benign,1,0,22870,12623,2,601.8,17.814197915738845,10720.584305691636,0,0,6
2026-04-22 01:39:38.835513+00:00,10.20.102.23,139.151.5.197,1773,443,TCP,2089,1865477,0.74568,dos,1,0,26135,1477,1,893.0,2801.469799377749,2501712.53084433,1,0,6
2026-04-21 23:50:06.835513+00:00,10.111.147.107,11.44.164.206,58852,80,TCP,26,9269,1.4989,benign,1,0,37739,42190,23,356.5,17.346053772766698,6183.868169991328,1,0,6
2026-04-21 14:02:29.835513+00:00,10.159.146.79,201.52.179.205,8880,22,TCP,25,8508,1.37233,benign,1,0,37455,46029,14,340.32,18.21719265774267,6199.675005282986,1,0,6
2026-04-22 20:14:40.835513+00:00,10.71.166.112,165.242.228.79,5100,3389,TCP,100,10500,1.80495,brute_force,1,0,42608,58447,20,105.0,55.403196764453305,5817.335660267598,0,0,6
2026-04-22 11:25:50.835513+00:00,10.138.245.187,136.25.168.212,52312,3389,UDP,17,11327,4.23926,benign,1,0,62907,43220,11,666.2941176470588,4.0101338441143035,2671.928591310748,0,0,17
2026-04-22 01:59:34.835513+00:00,10.19.228.222,28.41.224.9,33550,3389,TCP,20,9768,5.02349,benign,1,0,58590,57353,1,488.4,3.981295871993375,1944.4649038815644,0,0,6
2026-04-21 11:39:56.835513+00:00,10.23.80.2,214.111.20.245,11941,10270,TCP,26,1430,0.28639,port_scan,1,0,20482,5365,11,55.0,90.78529278256923,4993.1911030413075,0,0,6
2026-04-22 13:21:19.835513+00:00,10.109.189.113,179.99.107.234,36597,57275,TCP,14,1148,0.27381,port_scan,1,0,48497,27626,13,82.0,51.13034586026807,4192.688360541982,0,0,6
2026-04-22 19:50:39.835513+00:00,10.202.134.45,141.179.236.160,23912,8080,TCP,22,18742,5.47709,benign,1,0,34349,60576,19,851.9090909090909,4.016731512536767,3421.890091271095,0,0,6
2026-04-22 19:12:39.835513+00:00,10.32.127.46,185.76.134.20,30048,445,TCP,16,10891,0.14436,benign,1,0,32558,34324,19,680.6875,110.83402604599613,75443.336104184,1,0,6
2026-04-21 07:46:15.835513+00:00,10.152.16.54,84.63.228.33,4309,3306,TCP,21,14680,3.40025,benign,1,0,4150,58401,7,699.047619047619,6.1760164693772515,4317.32960811705,0,0,6
2026-04-22 23:33:03.835513+00:00,10.79.62.232,133.250.138.147,36880,80,TCP,1223,1076240,0.88432,dos,1,0,16104,35475,23,880.0,1382.983535371811,1217025.5111271937,1,0,6
2026-04-22 04:08:40.835513+00:00,10.128.225.155,61.172.191.154,16977,80,TCP,19,16364,0.30888,benign,1,0,57755,49050,4,861.2631578947369,61.51256151256152,52978.502978502984,1,0,6
2026-04-21 07:01:09.835513+00:00,10.59.242.53,89.189.140.145,60644,443,TCP,21,11168,1.29875,benign,1,0,62005,35985,7,531.8095238095239,16.169393647738207,8599.037536092395,1,0,6
2026-04-22 08:38:28.835513+00:00,10.175.95.113,80.222.9.214,31222,18685,TCP,17,1955,0.3839,port_scan,1,0,24433,2518,8,115.0,44.28236519927064,5092.471997916124,0,0,6
2026-04-22 20:08:56.835513+00:00,10.103.124.230,55.53.93.103,24225,1294,UDP,31,3472,0.12288,port_scan,1,0,31974,23911,20,112.0,252.27864583333331,28255.208333333332,0,0,17
2026-04-22 17:09:04.835513+00:00,10.135.12.65,86.31.78.249,63564,80,TCP,2154,1992450,1.38835,dos,1,0,3137,20217,17,925.0,1551.4819750063025,1435120.8268808299,1,0,6
2026-04-22 09:39:47.835513+00:00,10.7.44.1,220.228.177.72,15380,80,UDP,16,8878,2.31622,benign,1,0,11265,45384,9,554.875,6.90780668502992,3832.969234355977,1,0,17
2026-04-21 18:54:44.835513+00:00,10.26.44.35,63.49.208.13,41165,3306,TCP,23,5427,1.64654,benign,1,0,11299,53261,18,235.95652173913044,13.96868585032857,3296.0025265101367,0,0,6
2026-04-22 13:48:21.835513+00:00,10.233.4.203,108.48.82.213,58892,443,TCP,22,5382,9.25279,benign,1,0,1227,21205,13,244.63636363636363,2.377661224344225,581.6623958827554,1,0,6
2026-04-23 02:46:44.835513+00:00,10.199.109.61,70.110.36.56,8519,22,TCP,49,12397,1.98174,brute_force,1,0,27965,9272,2,253.0,24.725746061541876,6255.613753570095,1,0,6
2026-04-23 04:10:55.835513+00:00,10.42.2.183,214.107.80.10,26880,445,ICMP,20,12956,1.21661,benign,1,0,695,20490,4,647.8,16.439121822112263,10649.263116364324,1,0,1
2026-04-21 09:30:33.835513+00:00,10.47.146.6,139.204.179.190,33070,443,TCP,15,8635,1.53417,benign,1,0,37382,46014,9,575.6666666666666,9.777273705000098,5628.450562845056,1,0,6
2026-04-21 23:07:43.835513+00:00,10.221.156.253,209.228.102.78,41380,3306,TCP,22,15607,0.91114,benign,1,0,40189,26190,23,709.4090909090909,24.145575871984548,17129.09102882104,0,0,6
2026-04-21 08:52:12.835513+00:00,10.174.11.163,84.147.185.219,32615,443,TCP,1741,1875057,0.4335,dos,1,0,2979,47579,8,1077.0,4016.1476355247983,4325391.003460208,1,0,6
2026-04-22 09:32:40.835513+00:00,10.61.211.153,39.124.82.66,19441,443,UDP,20,13358,0.80346,benign,1,0,54169,21058,9,667.9,24.89234062678914,16625.594304632465,1,0,17
2026-04-22 22:44:19.835513+00:00,10.162.251.253,75.133.40.253,41153,8080,TCP,24,4218,9.06088,benign,1,0,64509,10493,22,175.75,2.6487493488491185,465.5176980602326,0,0,6
2026-04-21 15:39:31.835513+00:00,10.122.87.229,12.63.178.93,21438,6302,UDP,21,1974,0.1422,port_scan,1,0,22501,45661,15,94.0,147.67932489451476,13881.856540084389,0,0,17
2026-04-21 15:29:40.835513+00:00,10.26.165.232,151.130.124.27,34285,3306,TCP,24,12753,4.72687,benign,1,0,42472,31771,15,531.375,5.077355628566049,2697.9798471292843,0,0,6
2026-04-22 01:40:05.835513+00:00,10.144.242.205,92.232.119.204,40567,3306,TCP,14,3539,0.90855,benign,1,0,62157,30668,1,252.78571428571428,15.409168455230862,3895.2176545044304,0,0,6
2026-04-22 11:41:20.835513+00:00,10.172.114.87,211.87.55.104,47898,80,TCP,836,696388,1.96008,dos,1,0,29271,14184,11,833.0,426.5132035427125,355285.49855107954,1,0,6
2026-04-21 06:33:38.835513+00:00,10.229.218.237,28.94.5.251,7662,3389,TCP,78,11388,2.58607,brute_force,1,0,56045,1531,6,146.0,30.16159655384425,4403.593096861261,0,0,6
2026-04-21 14:55:16.835513+00:00,10.3.19.250,178.33.131.28,8242,3389,TCP,13,5033,0.77945,benign,1,0,5114,33564,14,387.15384615384613,16.678427096029253,6457.117198024248,0,0,6
2026-04-21 14:22:25.835513+00:00,10.55.175.36,14.157.23.250,64101,445,UDP,22,769,4.44761,benign,1,0,44836,6138,14,34.95454545454545,4.946476871848026,172.90185065686964,1,0,17
2026-04-21 07:28:02.835513+00:00,10.222.123.32,113.28.181.135,59084,3389,TCP,118,31270,2.68258,brute_force,1,0,31520,46471,7,265.0,43.98750456649941,11656.688710122344,0,0,6
2026-04-21 10:28:04.835513+00:00,10.223.207.201,117.59.67.83,18439,3389,ICMP,115,27255,3.66544,brute_force,1,0,53193,17235,10,237.0,31.37413243703348,7435.669387576935,0,0,1
2026-04-22 09:05:27.835513+00:00,10.36.133.68,190.221.246.142,38548,443,TCP,21,11809,2.45144,benign,1,0,34116,63118,9,562.3333333333334,8.566393629866528,4817.1686845282775,1,0,6
2026-04-22 05:06:58.835513+00:00,10.181.195.46,177.221.216.132,45390,37653,TCP,12,972,0.19513,port_scan,1,0,49966,55428,5,81.0,61.49746322964178,4981.294521600984,0,0,6
2026-04-22 22:15:15.835513+00:00,10.142.113.125,15.147.96.250,53284,443,UDP,2057,2386120,1.19154,dos,1,0,29053,24826,22,1160.0,1726.337344948554,2002551.3201403224,1,0,17
2026-04-23 02:11:18.835513+00:00,10.59.194.115,116.69.39.227,49505,80,TCP,22,12020,1.5346,benign,1,0,49779,10211,2,546.3636363636364,14.335983318128504,7832.659976541118,1,0,6
2026-04-22 02:15:38.835513+00:00,10.221.204.206,80.181.4.43,61295,3389,TCP,22,12595,5.17757,benign,1,0,52430,1067,2,572.5,4.249097549622699,2432.6083471589955,0,0,6
2026-04-21 23:58:21.835513+00:00,10.3.125.224,111.200.238.34,7608,22,TCP,23,11157,2.59558,benign,1,0,32224,60962,23,485.0869565217391,8.861217916612087,4298.461230245263,1,0,6
2026-04-23 04:51:42.835513+00:00,10.208.34.128,11.159.207.5,50053,445,TCP,18,8984,7.03917,benign,1,0,8832,52997,4,499.1111111111111,2.557119660414509,1276.2868349535527,1,0,6
2026-04-22 15:41:17.835513+00:00,10.250.193.106,28.173.18.237,15607,443,UDP,14,5662,3.32932,benign,1,0,49514,4845,15,404.42857142857144,4.205062895726455,1700.6475796859418,1,0,17
2026-04-22 20:31:51.835513+00:00,10.227.102.128,132.119.191.120,11803,22,UDP,67,15946,2.47139,brute_force,1,0,26240,49016,20,238.0,27.11024969753863,6452.239428014194,1,0,17
2026-04-22 02:06:41.835513+00:00,10.136.154.81,15.251.103.185,11664,443,TCP,1757,1502235,0.71839,dos,1,0,39505,26553,2,855.0,2445.746739236348,2091113.4620470775,1,0,6
2026-04-22 05:30:07.835513+00:00,10.242.231.215,167.19.40.47,55578,3389,TCP,27,17710,5.23459,benign,1,0,59351,10287,5,655.925925925926,5.1579970924179355,3383.264018767468,0,0,6
2026-04-22 01:50:02.835513+00:00,10.61.141.61,199.150.227.125,42896,3389,UDP,48,5664,1.86837,brute_force,1,0,36157,58237,1,118.0,25.690842820212268,3031.5194527850476,0,0,17
2026-04-23 02:55:32.835513+00:00,10.31.195.110,101.10.127.168,20854,35857,TCP,10,890,0.16365,port_scan,1,0,50030,32680,2,89.0,61.10601894286587,5438.435685915063,0,0,6
2026-04-21 11:47:05.835513+00:00,10.27.214.20,186.192.65.254,7705,3306,TCP,26,13206,1.56153,benign,1,0,54804,16894,11,507.9230769230769,16.65033652891715,8457.090161572303,0,0,6
2026-04-21 16:26:05.835513+00:00,10.51.147.68,77.78.110.160,10094,3306,UDP,20,8891,5.31324,benign,1,0,37700,28320,16,444.55,3.7641815540047125,1673.3669098327948,0,0,17
2026-04-22 08:01:08.835513+00:00,10.163.154.61,104.90.189.32,51748,53,TCP,16,8868,2.92907,benign,1,0,39485,48416,8,554.25,5.462484679437501,3027.582133578235,1,0,6
2026-04-21 14:49:06.835513+00:00,10.148.232.114,182.87.103.221,20515,3389,TCP,20,13631,5.92948,benign,1,0,59506,26589,14,681.55,3.372977057010058,2298.852513205205,0,0,6
2026-04-22 14:03:27.835513+00:00,10.74.157.204,138.12.42.66,41868,443,UDP,16,11928,3.25337,benign,1,0,40396,10818,14,745.5,4.917977358861735,3666.352121031423,1,0,17
2026-04-21 18:53:51.835513+00:00,10.234.142.33,129.105.61.9,16653,80,TCP,1224,1208088,0.26408,dos,1,0,36385,15625,18,987.0,4634.95910330203,4574704.634959104,1,0,6
2026-04-21 08:01:37.835513+00:00,10.34.4.41,144.139.57.177,1174,3389,UDP,161,32200,1.56811,brute_force,1,0,1065,14769,8,200.0,102.67136871775578,20534.273743551155,0,0,17
2026-04-23 01:12:46.835513+00:00,10.140.115.58,95.168.52.130,53604,8080,TCP,15,7966,2.98434,benign,1,0,29498,13442,1,531.0666666666667,5.026236956915096,2669.266906585711,0,0,6
2026-04-22 20:18:46.835513+00:00,10.57.89.184,203.229.226.190,64403,8080,TCP,15,6063,2.8147,benign,1,0,22968,58046,20,404.2,5.329164742246065,2154.0483888158597,0,0,6
2026-04-22 07:11:39.835513+00:00,10.32.244.83,104.77.241.111,53336,53,TCP,21,7973,1.79446,benign,1,0,62547,61807,7,379.6666666666667,11.702684930285434,4443.119378531704,1,0,6
2026-04-22 07:30:34.835513+00:00,10.245.241.57,102.39.73.12,3665,22,TCP,20,5731,2.54648,benign,1,0,61753,18700,7,286.55,7.853978825673086,2250.557632496623,1,0,6
2026-04-21 22:35:23.835513+00:00,10.227.57.11,126.145.220.78,2807,443,UDP,16,12030,1.80247,benign,1,0,14603,56398,22,751.875,8.876708072811198,6674.174882244919,1,0,17
2026-04-22 23:29:10.835513+00:00,10.82.68.48,99.180.113.66,34547,11101,TCP,10,730,0.23429,port_scan,1,0,17456,28994,23,73.0,42.682146058303815,3115.7966622561785,0,0,6
2026-04-23 05:17:16.835513+00:00,10.195.105.175,49.237.105.44,23045,3306,UDP,14,4253,3.80773,benign,1,0,27055,26924,5,303.7857142857143,3.6767312808418664,1116.9384383871757,0,0,17
2026-04-22 01:09:55.835513+00:00,10.8.247.179,175.92.250.97,62482,33632,TCP,39,4056,0.19833,port_scan,1,0,63411,64097,1,104.0,196.64196036908183,20450.76387838451,0,0,6
2026-04-23 03:56:48.835513+00:00,10.167.106.130,119.106.59.51,53656,8080,TCP,8,4595,3.57792,benign,1,0,27266,15155,3,574.375,2.2359359627940254,1284.2657186298184,0,0,6
2026-04-22 00:25:26.835513+00:00,10.1.65.69,171.254.209.94,4150,8080,UDP,19,10605,4.3324,benign,1,0,16709,53598,0,558.1578947368421,4.385559966762072,2447.8349182900934,0,0,17
2026-04-21 16:34:20.835513+00:00,10.151.121.168,117.180.113.59,63762,8080,TCP,24,15710,1.94342,benign,1,0,31144,28987,16,654.5833333333334,12.349363493223287,8083.687519939077,0,0,6
2026-04-21 20:46:16.835513+00:00,10.163.97.191,189.43.68.68,39886,22,ICMP,156,22620,2.9155,brute_force,1,0,25023,17476,20,145.0,53.50711713256731,7758.53198422226,1,0,1
2026-04-21 13:10:11.835513+00:00,10.106.81.51,98.177.222.204,11249,445,TCP,18,12121,3.97863,benign,1,0,20787,57036,13,673.3888888888889,4.52417038025652,3046.52606550496,1,0,6
2026-04-22 23:28:53.835513+00:00,10.125.131.60,89.20.191.204,20995,443,TCP,20,14514,2.16124,benign,1,0,33596,49100,23,725.7,9.253946808313746,6715.5891987932855,1,0,6
2026-04-21 15:10:46.835513+00:00,10.118.241.156,116.37.73.229,50951,10384,TCP,10,900,0.16516,port_scan,1,0,61852,18917,15,90.0,60.547348026156456,5449.261322354081,0,0,6
2026-04-22 15:10:23.835513+00:00,10.61.86.228,42.77.199.88,25646,21147,TCP,20,1620,0.22046,port_scan,1,0,22244,51032,15,81.0,90.71940488070399,7348.271795337023,0,0,6
2026-04-21 23:08:46.835513+00:00,10.89.39.66,203.155.47.170,10272,3389,TCP,30,23222,1.48875,benign,1,0,10050,12202,23,774.0666666666667,20.151133501259444,15598.320738874894,0,0,6
2026-04-21 10:10:43.835513+00:00,10.147.130.252,15.171.205.19,1566,3306,TCP,23,10766,0.865,benign,1,0,33532,52499,10,468.0869565217391,26.589595375722542,12446.242774566474,0,0,6
2026-04-23 01:11:52.835513+00:00,10.34.124.98,33.99.249.58,23012,443,UDP,18,10866,5.74373,benign,1,0,31842,63802,1,603.6666666666666,3.133852043880893,1891.8020171560988,1,0,17
2026-04-22 11:35:44.835513+00:00,10.187.102.148,183.23.245.67,62856,443,TCP,23,5717,2.71937,benign,1,0,26260,62787,11,248.56521739130434,8.45784133825114,2102.325170903555,1,0,6
2026-04-21 23:57:27.835513+00:00,10.190.165.166,216.53.197.172,4642,21302,TCP,36,4176,0.17295,port_scan,1,0,42406,50604,23,116.0,208.15264527320036,24145.70685169124,0,0,6
2026-04-22 17:35:50.835513+00:00,10.91.229.48,155.66.149.52,10693,3389,ICMP,77,10934,3.2911,brute_force,1,0,58672,38196,17,142.0,23.396432803621888,3322.293458114308,0,0,1
2026-04-22 14:40:35.835513+00:00,10.146.171.9,181.93.50.204,2312,3389,TCP,24,13767,1.65851,benign,1,0,43785,13004,14,573.625,14.470820194029582,8300.824233800218,0,0,6
2026-04-21 21:43:12.835513+00:00,10.190.82.50,163.32.176.12,37560,80,UDP,16,9854,1.24644,benign,1,0,21042,45068,21,615.875,12.836558518661146,7905.715477680434,1,0,17
2026-04-23 05:46:47.835513+00:00,10.178.31.54,22.170.152.46,21210,56465,UDP,23,2645,0.03817,port_scan,1,0,7990,38958,5,115.0,602.5674613570867,69295.25805606497,0,0,17
2026-04-22 05:46:08.835513+00:00,10.221.230.227,217.114.67.106,35721,46319,ICMP,10,530,0.2569,port_scan,1,0,59107,17258,5,53.0,38.92565200467108,2063.059556247567,0,0,1
2026-04-21 12:32:40.835513+00:00,10.126.94.23,170.214.168.228,37692,80,ICMP,754,609232,0.9776,dos,1,0,24087,43236,12,808.0,771.2765957446808,623191.4893617021,1,0,1
2026-04-21 08:39:07.835513+00:00,10.96.25.162,201.122.193.82,51039,80,TCP,21,8259,7.08912,benign,1,0,6562,49490,8,393.2857142857143,2.9622858690500373,1165.0247139278217,1,0,6
2026-04-23 03:27:33.835513+00:00,10.234.237.6,148.125.81.196,16889,443,ICMP,22,15252,4.15696,benign,1,0,60678,20932,3,693.2727272727273,5.292329009660906,3669.0273661521883,1,0,1
2026-04-23 03:46:59.835513+00:00,10.246.137.230,189.63.137.138,4701,80,ICMP,2192,2433120,0.9649,dos,1,0,35302,35210,3,1110.0,2271.738003938232,2521629.1843714374,1,0,1
2026-04-22 11:51:06.835513+00:00,10.134.198.219,148.51.43.246,11592,62710,TCP,39,1755,0.15281,port_scan,1,0,50907,11254,11,45.0,255.2188992866959,11484.850467901315,0,0,6
